1,1
1,2
1,3
2,2
2,4
2,5
3,3
3,6
4,3
4,7
5,3
6,8
6,9
6,10
7,3
7,6
8,2
8,4
9,8
10,4
10,8
10,10
11,3
11,6
11,7
12,3
12,11
13,1
13,2
14,7
15,4
15,6
15,8
16,7
16,10
17,6
17,7
18,10
19,3
20,8
21,3
21,7
21,8
22,7
22,9
22,10
23,10
24,7
24,12
25,6
25,7
26,7
27,7
28,6
29,4
29,12
30,7
31,7
32,7
32,12
33,4
33,6
34,2
34,3
34,7
35,6
35,7
36,7
37,13
38,3
39,3
39,6
40,7
41,7
41,14
42,7
42,8
42,9
43,7
44,4
44,8
45,3
45,7
46,6
46,7
47,9
47,10
48,1
48,2
48,6
48,15
49,6
49,7
50,9
50,10
51,7
51,8
51,10
52,3
53,7
54,2
54,3
55,7
56,2
56,4
56,5
57,7
58,6
58,7
59,7
59,16
60,2
60,4
60,5
61,7
61,10
62,7
63,3
64,3
64,6
65,3
66,10
66,12
67,7
68,3
68,6
69,3
70,3
70,8
70,9
70,10
70,11
71,8
72,3
72,7
73,7
73,15
74,6
74,7
75,3
75,7
76,10
76,12
77,13
78,7
79,7
79,10
80,7
81,6
81,7
81,9
82,7
83,7
84,3
84,7
85,6
85,7
86,4
86,7
87,2
87,3
88,3
89,8
89,10
90,7
92,7
92,10
93,3
93,6
94,7
95,8
95,10
96,3
97,7
98,8
98,10
99,13
100,7
100,10
101,3
102,3
103,10
104,3
105,6
105,7
106,3
106,7
107,2
107,3
107,4
107,15
108,13
109,3
110,7
110,8
110,14
111,7
111,10
112,4
112,8
112,9
113,7
113,16
114,7
115,3
116,13
117,9
118,3
118,6
119,3
120,7
121,7
122,3
122,6
123,6
123,7
123,16
124,7
125,3
126,2
126,4
126,5
127,7
128,13
129,3
129,6
130,7
131,6
131,7
132,10
133,3
133,7
134,13
135,3
136,13
137,13
138,7
139,7
139,8
140,6
140,7
141,3
142,7
143,7
144,3
145,8
146,2
146,4
147,7
148,7
149,7
149,9
149,10
150,7
151,6
151,7
151,14
152,11
153,3
153,4
153,8
153,9
154,7
155,7
155,14
156,3
157,3
157,14
158,2
158,4
159,7
160,4
160,8
160,12
160,16
161,7
161,10
161,14
162,13
163,6
163,8
163,10
164,9
164,10
164,16
164,17
165,8
165,10
166,3
166,7
167,7
168,4
168,6
168,7
168,8
169,2
169,4
169,7
170,8
170,9
170,10
171,3
172,8
172,10
172,12
173,4
173,8
173,12
174,3
175,7
176,3
177,11
178,3
179,6
179,7
180,3
181,2
181,8
182,6
182,7
183,10
184,7
185,10
185,12
186,3
187,3
188,11
189,3
190,10
191,7
192,13
193,7
194,7
195,3
195,6
195,7
196,11
196,12
197,7
198,8
198,9
198,12
199,7
199,15
200,10
201,7
202,6
202,7
203,3
204,8
205,3
205,7
206,13
207,6
207,7
208,4
208,8
209,7
210,18
211,7
212,3
213,7
214,7
215,6
215,7
216,3
217,7
217,10
218,3
218,7
219,7
220,11
222,6
222,7
223,3
224,3
224,6
224,7
225,7
225,10
226,10
227,8
228,3
229,7
229,10
230,7
230,10
231,3
232,3
232,7
233,7
234,3
235,3
235,7
236,3
236,6
237,3
237,6
238,2
238,4
239,1
239,2
239,3
239,6
240,10
241,2
241,7
242,7
242,15
243,3
244,1
244,2
245,7
245,9
246,13
247,5
247,6
247,7
247,10
248,3
249,6
249,7
250,2
250,3
251,8
252,3
252,6
253,7
253,11
254,7
255,3
256,3
256,12
257,10
257,16
258,2
258,3
258,4
258,5
258,6
259,7
259,9
259,10
260,4
260,5
260,8
260,12
261,7
262,2
262,7
263,7
264,7
265,6
265,7
266,6
266,7
266,14
266,18
267,3
268,7
269,7
270,6
270,7
271,7
272,7
273,7
273,11
274,3
275,3
276,3
276,6
277,7
278,3
279,7
280,7
280,10
281,7
282,7
283,7
283,9
284,8
284,9
285,7
285,11
286,8
286,10
286,12
287,3
287,6
288,8
288,10
289,3
289,6
290,7
290,9
291,10
292,7
292,8
292,10
293,6
293,7
293,9
293,10
294,3
294,6
295,3
295,6
296,7
296,9
297,7
298,3
299,7
300,7
301,6
301,7
302,6
302,7
303,4
303,8
303,18
304,3
304,7
305,3
306,7
307,7
308,7
309,7
310,3
311,10
311,11
312,3
313,1
313,2
314,7
315,8
316,4
316,8
316,12
317,2
317,3
317,5
318,7
319,10
320,10
320,17
321,7
322,3
322,7
324,3
325,3
326,7
327,3
327,8
327,12
327,15
328,11
329,4
329,8
329,12
330,3
330,11
331,7
332,11
332,12
333,3
334,7
335,10
335,16
336,7
336,14
337,7
338,10
338,12
339,3
339,6
340,4
340,7
341,7
342,3
342,6
343,2
344,3
345,3
345,7
346,7
346,15
347,7
348,3
349,4
349,8
349,10
350,7
350,10
350,16
351,3
351,6
351,7
352,3
353,6
353,8
353,10
354,7
355,2
355,3
356,3
356,6
356,14
357,3
357,6
358,7
359,3
359,6
359,7
360,3
360,8
361,6
361,7
362,2
362,4
362,6
363,13
364,1
364,2
364,15
365,7
366,11
367,3
367,5
367,9
368,3
368,8
368,18
369,7
370,3
371,3
371,7
372,3
372,7
373,10
374,2
374,3
375,7
376,8
376,10
377,6
377,8
377,10
378,3
378,6
379,8
379,12
380,3
380,4
380,6
380,8
381,7
382,7
382,11
383,18
384,8
385,7
386,7
387,3
387,8
388,7
389,6
389,7
389,14
390,3
390,7
390,8
391,7
391,9
392,2
392,4
393,8
394,8
395,7
396,7
397,11
398,13
399,7
400,7
401,8
401,10
402,3
403,3
403,7
403,9
404,13
405,8
405,12
406,7
407,10
407,11
408,7
409,7
410,3
411,3
412,7
413,3
414,3
415,3
415,10
416,18
417,3
417,6
418,7
419,3
420,3
420,8
421,2
421,4
422,10
423,8
423,10
424,7
425,6
425,7
426,10
426,11
426,12
427,6
427,10
427,16
428,7
429,3
430,7
431,7
431,9
432,3
432,18
433,3
434,4
434,8
434,9
435,3
435,12
436,7
436,10
437,3
438,3
438,8
439,7
440,3
440,6
441,3
442,8
442,12
443,13
444,3
444,6
445,3
446,6
446,7
447,3
447,6
448,7
449,3
450,3
450,7
451,6
451,7
451,16
452,7
453,3
454,7
454,10
455,2
455,4
455,7
456,7
457,8
457,10
458,7
458,18
459,8
460,3
461,6
461,7
462,4
462,8
463,7
463,9
463,10
464,4
464,8
464,9
464,10
465,7
465,8
465,14
466,3
466,8
466,14
467,3
468,3
468,6
469,6
469,7
470,3
471,3
471,6
472,3
472,7
473,3
473,14
474,8
474,10
475,7
476,3
476,7
477,7
478,3
479,8
480,4
480,8
480,12
481,7
481,10
482,10
483,7
484,2
484,4
485,3
485,8
486,3
487,3
487,18
488,7
489,3
490,10
491,7
492,3
492,16
493,7
493,8
493,9
494,8
494,10
495,7
496,3
496,6
496,7
497,3
497,6
498,6
498,7
499,3
499,6
500,3
501,7
502,2
502,8
503,7
504,8
504,12
505,3
506,7
507,7
507,8
508,7
509,6
509,7
510,7
511,7
511,8
512,11
512,12
513,3
513,6
513,16
514,3
515,7
516,3
516,7
516,14
517,7
517,8
517,16
518,3
519,10
519,12
520,3
521,9
521,10
522,7
522,8
523,7
524,7
525,7
526,7
527,7
527,14
528,7
529,7
530,7
531,2
531,7
532,3
532,9
532,11
533,8
534,6
534,7
535,7
536,7
537,3
537,7
538,7
539,3
539,6
540,10
541,12
541,17
542,3
543,3
543,6
543,10
544,8
545,7
546,2
546,4
546,8
546,12
547,4
547,8
547,10
548,8
549,13
550,3
550,6
551,2
551,3
551,15
552,3
552,4
552,8
553,18
554,10
555,6
555,8
555,9
556,13
557,7
558,1
558,2
558,4
558,5
558,8
559,3
560,7
561,10
562,3
562,7
563,7
564,3
565,11
566,3
566,6
567,7
568,3
568,7
569,2
569,3
570,3
570,7
571,7
572,7
573,7
574,3
574,7
575,2
575,3
576,3
577,2
577,4
578,7
578,16
579,10
580,7
581,13
582,3
583,3
583,7
584,7
585,3
586,2
586,3
587,3
587,6
587,10
588,1
588,2
588,3
588,15
589,8
589,10
589,12
590,4
590,7
590,18
591,7
591,8
591,10
592,4
592,7
592,8
592,9
593,7
593,10
594,1
594,2
594,15
595,1
595,2
595,15
596,1
596,2
597,3
597,6
598,3
599,18
600,10
601,7
602,13
603,3
604,13
605,6
605,7
606,11
607,7
608,7
608,9
608,10
609,2
609,4
610,1
610,4
610,8
610,11
610,12
611,8
611,11
611,12
612,3
613,6
613,7
614,7
614,10
615,7
616,1
616,2
617,7
618,3
618,6
619,3
620,7
621,7
623,6
624,7
624,8
624,10
625,7
626,3
627,7
627,10
628,7
628,10
629,7
630,6
630,7
631,1
631,2
631,15
632,14
633,3
634,3
635,3
635,7
636,7
637,3
638,6
639,3
640,7
640,10
641,3
642,7
643,3
644,3
645,7
647,7
647,14
648,4
648,8
648,16
649,3
649,7
650,7
651,3
652,16
653,4
653,5
653,8
654,6
654,7
655,3
656,3
657,3
657,7
658,7
659,9
659,10
660,7
661,1
661,2
661,15
662,10
663,3
664,3
665,14
666,7
667,8
668,7
669,7
670,7
671,3
671,12
672,7
673,1
673,2
673,3
673,4
673,5
674,4
674,12
675,7
675,8
675,10
676,7
678,7
678,10
679,7
680,12
681,9
682,7
682,13
683,13
684,7
685,7
687,6
687,7
688,3
688,4
688,8
688,14
690,6
691,3
691,6
692,8
692,10
692,12
693,7
694,8
695,10
695,16
696,10
697,6
697,7
698,7
699,7
700,3
701,7
702,7
703,7
704,4
704,8
705,3
706,7
707,9
707,10
707,17
708,3
708,6
709,1
709,2
710,3
711,2
711,4
712,7
713,7
714,18
715,7
716,9
717,3
718,3
718,12
719,3
720,1
721,7
722,13
723,7
724,7
724,11
725,3
726,7
727,13
728,3
729,7
730,7
731,10
731,16
732,9
733,4
733,8
733,10
734,3
735,3
735,11
736,4
736,6
736,8
736,10
737,8
737,12
738,7
739,3
741,1
741,12
742,10
742,11
743,3
744,7
745,1
745,3
745,10
746,17
747,3
748,8
748,10
748,12
749,7
750,12
750,14
751,3
752,3
752,6
753,3
753,7
754,2
754,4
755,2
755,7
756,13
757,7
758,7
759,13
760,14
761,4
762,3
762,9
763,7
764,6
764,7
765,3
765,7
766,7
767,7
768,7
769,13
770,7
771,3
771,7
772,3
773,7
774,7
775,11
776,3
776,7
777,14
778,7
779,6
779,7
780,8
780,12
780,14
781,7
782,10
783,1
783,2
783,15
784,3
785,3
786,8
786,10
787,13
788,3
788,5
788,6
788,12
789,7
790,7
791,13
792,5
793,7
794,3
794,7
795,7
796,7
797,3
798,4
798,8
798,10
799,3
799,11
800,7
800,16
801,2
801,3
802,6
802,7
803,6
804,3
804,6
805,7
806,7
807,3
807,6
808,2
808,4
809,4
809,8
810,2
810,3
810,5
811,3
812,7
813,3
814,7
815,8
815,10
815,16
816,7
818,3
819,3
819,7
820,7
821,6
822,7
823,7
824,7
825,3
825,6
826,7
827,7
828,2
828,4
829,3
829,15
830,3
831,7
832,7
832,10
833,3
834,3
835,7
836,4
836,8
836,10
837,2
837,3
838,3
838,6
838,7
839,8
839,10
840,3
841,11
842,11
843,7
844,7
845,7
846,7
847,3
847,7
848,7
849,4
849,8
849,10
849,12
850,7
850,9
851,7
852,3
852,6
853,7
854,7
855,7
856,3
857,7
858,7
858,8
858,9
859,13
860,3
861,8
861,10
862,7
863,3
864,3
864,7
865,7
866,6
866,7
866,9
866,10
867,3
867,9
868,3
869,9
870,3
871,3
872,7
873,7
874,7
874,9
875,7
876,8
877,7
878,7
879,11
880,10
880,12
881,2
881,3
882,7
882,10
884,7
885,2
885,5
885,7
886,8
887,7
888,1
888,2
889,6
890,10
891,10
891,11
892,3
892,6
892,7
893,7
894,6
895,7
896,7
897,4
897,14
898,3
898,6
899,6
899,15
900,6
900,15
901,3
901,15
902,6
902,7
903,10
903,16
904,10
904,16
905,3
906,10
906,16
907,3
907,6
907,15
908,7
908,10
909,3
909,7
910,3
910,9
911,3
911,6
911,10
911,16
912,6
912,7
912,14
913,16
913,17
914,6
914,15
915,3
915,6
916,3
916,6
917,2
917,7
918,15
919,2
919,4
919,7
919,15
920,6
920,7
920,14
921,3
922,17
923,7
924,7
924,10
924,12
924,16
925,4
925,6
926,7
927,3
928,6
928,10
929,10
930,6
930,10
930,17
931,6
931,10
931,16
932,6
933,3
933,6
933,10
934,3
935,3
935,15
936,3
936,6
937,3
937,6
938,15
939,3
939,7
940,4
940,8
941,4
942,9
942,16
942,17
943,6
943,7
944,7
945,3
945,6
945,15
946,3
946,7
946,14
947,3
948,7
949,7
950,16
951,3
952,3
952,4
953,7
954,7
955,3
956,6
956,7
957,7
958,3
958,16
959,7
960,7
960,9
961,7
962,7
962,9
963,15
964,18
965,10
966,7
967,18
968,11
968,12
969,4
969,6
969,8
969,14
970,3
970,7
971,7
972,7
973,7
974,6
974,7
975,3
975,15
976,6
976,14
977,16
978,7
979,7
979,14
980,8
981,7
982,7
983,6
984,3
984,7
985,13
986,2
986,4
987,6
987,7
988,3
988,7
989,7
990,4
990,8
990,10
991,7
991,14
992,10
993,7
994,7
996,7
996,8
996,18
997,7
997,10
998,8
998,9
999,9
1000,9
1001,3
